split,relative_path,class_name,label,class_index
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540483.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540501.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540567.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540588.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540662.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540694.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540715.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540735.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540755.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540778.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540818.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540855.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540884.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540919.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540937.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540970.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black bishop/resized_1691059540988.jpg,Black bishop,black_bishop,0
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574807.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574822.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574837.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574888.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574906.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574944.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574979.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059574997.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575030.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575048.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575071.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575088.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575135.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575150.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575167.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575182.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black king/resized_1691059575209.jpg,Black king,black_king,1
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227771.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227789.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227826.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227844.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227862.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227900.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227919.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227957.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060227991.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228008.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228027.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228044.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228067.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228193.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228210.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228225.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black knight/resized_1691060228240.jpg,Black knight,black_knight,2
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059312937.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059312955.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059312991.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313008.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313044.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313061.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313102.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313122.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313139.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313156.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313174.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313192.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313210.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313233.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313300.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313316.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black pawn/resized_1691059313378.jpg,Black pawn,black_pawn,3
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495403.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495427.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495449.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495468.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495488.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495505.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495539.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495556.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495573.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495609.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495643.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495707.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495728.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495793.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495808.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495823.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black queen/resized_1691059495853.jpg,Black queen,black_queen,4
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046036982.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046036998.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037066.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037080.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037092.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037104.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037118.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037133.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037163.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037174.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037185.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037199.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037214.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037258.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037272.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037284.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/Black rook/resized_1691046037295.jpg,Black rook,black_rook,5
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431422.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431437.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431475.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431511.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431533.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431572.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431590.jpg,White bishop,white_bishop,6
train,raw/all_resized_into_sub_folders_640/White bishop/resized_1691059431608.jpg,White bishop,white_bishop,6
